ID,Paragraph A,Paragraph B,,,,,,,,,,Multi hop question
eas342,"Everett is interested in what planets and their atmospheres are made of. He studies planet composition by observing transiting planets - planets that cross in front and behind their host stars. Everett is a member of the James Webb Space Telescope NIRCam team, led by Marcia Rieke. The unprecedented Webb telescope will enable giant leaps in our understanding of planet composition.","Everett is interested in what planets and their atmospheres are made of. He studies planet composition by observing transiting planets - planets that cross in front and behind their host stars. Everett is a member of the James Webb Space Telescope NIRCam team, led by Marcia Rieke. The unprecedented Webb telescope will enable giant leaps in our understanding of planet composition.",,,,,,,,,,
hren,"Hai Ren (任海) is a Professor of East Asian Studies and Anthropology, an affiliated faculty in Gender and Women’s Studies, and Social, Cultural & Critical Theory at the University of Arizona. He is also a Bayu Scholar Distinguished Professor in the Department of Sculpture at Sichuan Fine Arts Institution in Chongqing, a top-ranking sculpture program in China. He received his BA in History and Archeology from Sichuan University in Chengdu, China, and a MA in Museum Studies and a Ph.D. in Sociocultural Anthropology from the University of Washington in Seattle. His current research interests include socially engaged art, public history, object-oriented anthropology, urban studies, comparative media and technology, public humanities and digital humanities, popular culture, and critical theory. He has written two books on social and cultural transformations of contemporary China:Neoliberalism and Culture in China and Hong Kong: The Countdown of Time(Routledge, 2010) and a sequel The Middle Class in Neoliberal China: Governing Risk, Life-Building, and Themed Spaces(Routledge, 2013). He edited Neo-Liberal Governmentality: Technologies of the Self & Governmental Conduct, a special issue of the journal Rhizomes: Cultural Studies in Emerging Knowledge10 (Spring 2005), and co-edited New Media Subversion, a special issue of the journal Hyperrhiz: New Media Cultures7 (Spring 2010), and the anthology Global Futures in East Asia: Youth, Nation, and the New Economy in Uncertain Times(Stanford University Press, 2013). He is currently completing a book manuscript entitled The City as a Creative Object. ","Hai Ren (任海) is a Professor of East Asian Studies and Anthropology, an affiliated faculty in Gender and Women’s Studies, and Social, Cultural & Critical Theory at the University of Arizona. He is also a Bayu Scholar Distinguished Professor in the Department of Sculpture at Sichuan Fine Arts Institution in Chongqing, a top-ranking sculpture program in China. He received his BA in History and Archeology from Sichuan University in Chengdu, China, and a MA in Museum Studies and a Ph.D. in Sociocultural Anthropology from the University of Washington in Seattle. His current research interests include socially engaged art, public history, object-oriented anthropology, urban studies, comparative media and technology, public humanities and digital humanities, popular culture, and critical theory. He has written two books on social and cultural transformations of contemporary China:Neoliberalism and Culture in China and Hong Kong: The Countdown of Time(Routledge, 2010) and a sequel The Middle Class in Neoliberal China: Governing Risk, Life-Building, and Themed Spaces(Routledge, 2013). He edited Neo-Liberal Governmentality: Technologies of the Self & Governmental Conduct, a special issue of the journal Rhizomes: Cultural Studies in Emerging Knowledge10 (Spring 2005), and co-edited New Media Subversion, a special issue of the journal Hyperrhiz: New Media Cultures7 (Spring 2010), and the anthology Global Futures in East Asia: Youth, Nation, and the New Economy in Uncertain Times(Stanford University Press, 2013). He is currently completing a book manuscript entitled The City as a Creative Object. ",,,,,,,,,,
mkahnjohn,,,,,,,,,,,,
violetdl,,,,,,,,,,,,
annw16,"Aileen Wong, AuD, CCC-A is an Audiology Assistant Clinical Professor and Research Audiologist in the Department of Speech, Language, and Hearing Sciences. She holds a blended position and spends her time instructing audiology graduate students in the on-campus clinic and conducting research in Dr. Nicole Marrone’s Audiologic Rehabilitation Research Laboratory. Dr. Wong’s prior clinical experience includes service as a clinical audiologist at the Southern Arizona VA Health Care System (Tucson VA) and as an Educational Audiologist for the Arizona State Schools for the Deaf and the Blind, Southeast Regional Cooperative. Dr. Wong has served pediatric and adult patients of diverse backgrounds and communities, working with them to build a comprehensive hearing rehabilitation plan with the goal of increasing communication and quality of life.

Dr. Wong also serves on the SLHS Department’s Equity and Inclusion Committee and served as a Fellow in the first cohort of the University of Arizona’s Hispanic Serving Institution Fellows Program in 2019. She is involved in capacity building initiatives that target increasing diversity in the profession and in STEM fields, including mentorship of student leaders. She earned all three of her degrees from the University of Arizona including a Bachelor of Science degree in Speech, Language, and Hearing Sciences, a Bachelor of Arts degree in Religious Studies, and a clinical Doctoral degree in Audiology. She also has completed the American Board of Audiology’s Certificate Holder-Audiology Preceptor program and holds a Certificate of Clinical Competence from the American Speech-Language-Hearing Association.","Aileen Wong, AuD, CCC-A is an Audiology Assistant Clinical Professor and Research Audiologist in the Department of Speech, Language, and Hearing Sciences. She holds a blended position and spends her time instructing audiology graduate students in the on-campus clinic and conducting research in Dr. Nicole Marrone’s Audiologic Rehabilitation Research Laboratory. Dr. Wong’s prior clinical experience includes service as a clinical audiologist at the Southern Arizona VA Health Care System (Tucson VA) and as an Educational Audiologist for the Arizona State Schools for the Deaf and the Blind, Southeast Regional Cooperative. Dr. Wong has served pediatric and adult patients of diverse backgrounds and communities, working with them to build a comprehensive hearing rehabilitation plan with the goal of increasing communication and quality of life.

Dr. Wong also serves on the SLHS Department’s Equity and Inclusion Committee and served as a Fellow in the first cohort of the University of Arizona’s Hispanic Serving Institution Fellows Program in 2019. She is involved in capacity building initiatives that target increasing diversity in the profession and in STEM fields, including mentorship of student leaders. She earned all three of her degrees from the University of Arizona including a Bachelor of Science degree in Speech, Language, and Hearing Sciences, a Bachelor of Arts degree in Religious Studies, and a clinical Doctoral degree in Audiology. She also has completed the American Board of Audiology’s Certificate Holder-Audiology Preceptor program and holds a Certificate of Clinical Competence from the American Speech-Language-Hearing Association.",,,,,,,,,,
katherineasnyder,"My long-term work in East Africa has focused on how the ideology and practice of development shapes local life in rural communities.It has situated ethnographic attention to local dynamics within a broader political-economic context at national and global levels. My applied work in international research centers has concentrated on sustainable development and how rural land users' livelihoods and decisions are shaped by a broad set of political, economic and environmental factors. Topics central to my research have included local governance of natural resources, democratization and civil society, gender and agriculture, and the politics of agricultural development. My publications focus on institutional analysis, livelihood change, gender, the politics of participation and the impacts of decentralization programs. ","My long-term work in East Africa has focused on how the ideology and practice of development shapes local life in rural communities.It has situated ethnographic attention to local dynamics within a broader political-economic context at national and global levels. My applied work in international research centers has concentrated on sustainable development and how rural land users' livelihoods and decisions are shaped by a broad set of political, economic and environmental factors. Topics central to my research have included local governance of natural resources, democratization and civil society, gender and agriculture, and the politics of agricultural development. My publications focus on institutional analysis, livelihood change, gender, the politics of participation and the impacts of decentralization programs. ",,,,,,,,,,
kralovec,"Etta Kralovec is an award-winning professor of teaching, learning and sociocultural studies. She holds a doctorate in philosophy from Teachers College, Columbia University, from which she received a Distinguished Alumni Award in 2018. In 2017, she received an honorary Master of Philosophy degree in Human Ecology from College of the Atlantic and in 2002, she received a distinguished alumni award from her undergraduate college, Lewis and Clark College. She was awarded a Fulbright Fellowship in 1996 to establish a teacher education program at Africa University in Zimbabwe. Working closely with student editors, they co-authored the collection, Identity in Metamorphosis: An Anthology of Writings from Zimbabwe Students. Under Kralovec’s direction, the UA South M.Ed. program received over $3 million in federal funding to prepare STEM teachers for Title One schools in Arizona border communities. Her program was awarded the Peter Likins Inclusive Excellence Award from the University of Arizona in 2015. Kralovec’s work explores the importance of context in the preparation of teachers for schools in border communities. She has conducted comparative research on teacher education in Finland and on the Finnish/Russian border. Kralovec’s international work also includes video projects with high school students in Finland and Mexico.","Etta Kralovec is an award-winning professor of teaching, learning and sociocultural studies. She holds a doctorate in philosophy from Teachers College, Columbia University, from which she received a Distinguished Alumni Award in 2018. In 2017, she received an honorary Master of Philosophy degree in Human Ecology from College of the Atlantic and in 2002, she received a distinguished alumni award from her undergraduate college, Lewis and Clark College. She was awarded a Fulbright Fellowship in 1996 to establish a teacher education program at Africa University in Zimbabwe. Working closely with student editors, they co-authored the collection, Identity in Metamorphosis: An Anthology of Writings from Zimbabwe Students. Under Kralovec’s direction, the UA South M.Ed. program received over $3 million in federal funding to prepare STEM teachers for Title One schools in Arizona border communities. Her program was awarded the Peter Likins Inclusive Excellence Award from the University of Arizona in 2015. Kralovec’s work explores the importance of context in the preparation of teachers for schools in border communities. She has conducted comparative research on teacher education in Finland and on the Finnish/Russian border. Kralovec’s international work also includes video projects with high school students in Finland and Mexico.",,,,,,,,,,
sazz,"The Department of Computer science has risen to the many challenges posed last year by the global pandemic.  We are proud of our achievements in both research and education this past year.

The trajectory of the department is quite exciting.  At the start of the Fall semester, the faculty was the largest in the history of the department, with 22 Professors and 8 Lecturers.  As points of comparison, when I joined the department as a Ph.D student in 1990, there were 11 Professors, and when I re-joined as a Professor in 2009, there were 12 Professors and four Lecturers.  Our enrollments are booming, with about 1400 undergraduates and nearly 100 graduate students.  Our students continue to win prestigious awards and fellowships.  More impressively, they have seamlessly adapted to the virtual classroom over the past year.

We were excited to add two faculty members in August.  Sazzadur Rahman joins us as an Assistant Professor.  Sazzadur recently completed his Ph.D at Virginia Tech and specializes in computer security; he joins a strong security group that includes Christian Collberg and Saumya Debray.  Melanie Lotz joins us as a Lecturer.  Melanie holds an M.S. degree from Purdue and was a Lecturer at Purdue for three years before moving here.  Other good news includes three successful promotions: Josh Levine and Carlos Scheidegger to Associate Professor and Beichuan Zhang to Professor.  

The faculty continues to expand the research of the department.  For much of the department’s history, the research profile was one of computer systems and algorithms.  Today, we remain strong in those areas, but our growth has allowed us to add research groups in information visualization, artificial intelligence/machine learning, and high-performance computing.  Research funding is strong, having increased nearly five-fold over the last decade.  Multiple faculty have spun off their research into start-up companies in the last several years.  Faculty winning awards for most influential research included Christian Collberg, Saumya Debray, and Stephen Kobourov.  Additionally, Kate Isaacs recently won the prestigious National Science Foundation CAREER award.

The faculty and students could not have achieved all of this without our fine and dedicated staff.  Martin Marquez (our Director of Academic Services) leads a team of four professional advisors, a graduate program coordinator, a coordinator of career development, and an administrative assistant.   Alicia Cool (our Business Manager) handles the ever-growing grants and contracts for the department, and Eric Collins (Manager of Lab Staff) administers both our teaching- and research-related infrastructure.  

Looking forward to 2021, the department is well-positioned to emerge from the pandemic as a much stronger unit.  Much has been learned about carrying out teaching- and research-related activities remotely.  We should be able to integrate this new knowledge to be even more productive once we are back in person.","The Department of Computer science has risen to the many challenges posed last year by the global pandemic.  We are proud of our achievements in both research and education this past year.

The trajectory of the department is quite exciting.  At the start of the Fall semester, the faculty was the largest in the history of the department, with 22 Professors and 8 Lecturers.  As points of comparison, when I joined the department as a Ph.D student in 1990, there were 11 Professors, and when I re-joined as a Professor in 2009, there were 12 Professors and four Lecturers.  Our enrollments are booming, with about 1400 undergraduates and nearly 100 graduate students.  Our students continue to win prestigious awards and fellowships.  More impressively, they have seamlessly adapted to the virtual classroom over the past year.

We were excited to add two faculty members in August.  Sazzadur Rahman joins us as an Assistant Professor.  Sazzadur recently completed his Ph.D at Virginia Tech and specializes in computer security; he joins a strong security group that includes Christian Collberg and Saumya Debray.  Melanie Lotz joins us as a Lecturer.  Melanie holds an M.S. degree from Purdue and was a Lecturer at Purdue for three years before moving here.  Other good news includes three successful promotions: Josh Levine and Carlos Scheidegger to Associate Professor and Beichuan Zhang to Professor.  

The faculty continues to expand the research of the department.  For much of the department’s history, the research profile was one of computer systems and algorithms.  Today, we remain strong in those areas, but our growth has allowed us to add research groups in information visualization, artificial intelligence/machine learning, and high-performance computing.  Research funding is strong, having increased nearly five-fold over the last decade.  Multiple faculty have spun off their research into start-up companies in the last several years.  Faculty winning awards for most influential research included Christian Collberg, Saumya Debray, and Stephen Kobourov.  Additionally, Kate Isaacs recently won the prestigious National Science Foundation CAREER award.

The faculty and students could not have achieved all of this without our fine and dedicated staff.  Martin Marquez (our Director of Academic Services) leads a team of four professional advisors, a graduate program coordinator, a coordinator of career development, and an administrative assistant.   Alicia Cool (our Business Manager) handles the ever-growing grants and contracts for the department, and Eric Collins (Manager of Lab Staff) administers both our teaching- and research-related infrastructure.  

Looking forward to 2021, the department is well-positioned to emerge from the pandemic as a much stronger unit.  Much has been learned about carrying out teaching- and research-related activities remotely.  We should be able to integrate this new knowledge to be even more productive once we are back in person.",,,,,,,,,,
shiversmcnair,"I study writing, rhetoric, and design in professional and community contexts, like technology companies and makerspaces, as well as in academic classrooms and programs. My book, Beyond the Makerspace: Making and Relational Rhetorics, is forthcoming from the University of Michigan Press, and my work also appears in journals, edited collections, and conference proceedings. (See my CV.) I have received national awards for my coauthored work, including the 2018 Society of Technical Communication Frank R. Smith Distinguished Article Award, and I am an associate editor of Technical Communication Quarterly. At the University of Arizona, I am director of professional and technical writing in the English Department, affiliated faculty in the School of Information, and a co-organizer of UX@UA, a user experience professional community in Tucson, Arizona.","I study writing, rhetoric, and design in professional and community contexts, like technology companies and makerspaces, as well as in academic classrooms and programs. My book, Beyond the Makerspace: Making and Relational Rhetorics, is forthcoming from the University of Michigan Press, and my work also appears in journals, edited collections, and conference proceedings. (See my CV.) I have received national awards for my coauthored work, including the 2018 Society of Technical Communication Frank R. Smith Distinguished Article Award, and I am an associate editor of Technical Communication Quarterly. At the University of Arizona, I am director of professional and technical writing in the English Department, affiliated faculty in the School of Information, and a co-organizer of UX@UA, a user experience professional community in Tucson, Arizona.",,,,,,,,,,
grjthatcher,"Greg Thatcher, PhD, joined the University of Arizona in 2020 from the University of Illinois College of Pharmacy. In his career, he has graduated over 50 students with PhD’s and a dozen with MSc’s and mentored 40 undergraduate researchers, the majority while on faculty in the Chemistry Department at Queen's University in Canada from 1988 until 2002. These trainees have proceeded to positions in biotech, pharma, business, education, and academia in the USA, Canada, Europe, India, and China.

While at the University of Illinois in Chicago (UIC), Thatcher acted as founder/leader of the Translational Oncology Program in the University of Illinois Cancer Center and co-director of the NIA Predoctoral Training Program in Alzheimer’s Disease & Related Dementia. In 2013, he founded a campus-wide and disease-agnostic drug discovery center at UIC, focused on small molecule drug discovery, which continues to play an active role in academic drug discovery across Chicago. Dr. Thatcher created his first start-up biotech company in 1997, which successfully took an Alzheimer’s drugs into human clinical trials. Thatcher’s trainees receive a multidisciplinary education in modern aspects of medicinal chemistry, chemical biology, and chemical toxicology: the underpinning of drug discovery and development. Students who graduate with expertise in synthetic medicinal chemistry will have competency in another area, such as drug metabolism and pharmacokinetics; and students who graduate with expertise in cell/molecular biology or biochemistry will be experts in bioassay design and have competency in drug discovery.

The Thatcher lab’s research has been continuously funded by the NIH since 2003, supported by NCI, NIA, NHLBI, NIAID, and NCCAM, resulting in over 170 publications and dozens of issued patents. Two new chemical entities were licensed and successfully completed Phase 1 clinical trials for metastatic breast cancer in 2019.","Greg Thatcher, PhD, joined the University of Arizona in 2020 from the University of Illinois College of Pharmacy. In his career, he has graduated over 50 students with PhD’s and a dozen with MSc’s and mentored 40 undergraduate researchers, the majority while on faculty in the Chemistry Department at Queen's University in Canada from 1988 until 2002. These trainees have proceeded to positions in biotech, pharma, business, education, and academia in the USA, Canada, Europe, India, and China.

While at the University of Illinois in Chicago (UIC), Thatcher acted as founder/leader of the Translational Oncology Program in the University of Illinois Cancer Center and co-director of the NIA Predoctoral Training Program in Alzheimer’s Disease & Related Dementia. In 2013, he founded a campus-wide and disease-agnostic drug discovery center at UIC, focused on small molecule drug discovery, which continues to play an active role in academic drug discovery across Chicago. Dr. Thatcher created his first start-up biotech company in 1997, which successfully took an Alzheimer’s drugs into human clinical trials. Thatcher’s trainees receive a multidisciplinary education in modern aspects of medicinal chemistry, chemical biology, and chemical toxicology: the underpinning of drug discovery and development. Students who graduate with expertise in synthetic medicinal chemistry will have competency in another area, such as drug metabolism and pharmacokinetics; and students who graduate with expertise in cell/molecular biology or biochemistry will be experts in bioassay design and have competency in drug discovery.

The Thatcher lab’s research has been continuously funded by the NIH since 2003, supported by NCI, NIA, NHLBI, NIAID, and NCCAM, resulting in over 170 publications and dozens of issued patents. Two new chemical entities were licensed and successfully completed Phase 1 clinical trials for metastatic breast cancer in 2019.",,,,,,,,,,
nazuo,"Dr. Zuo teaches agribusiness management, finance, economic principles, and food economy. She was a visiting faculty member at Eastern Kentucky University from August 2015 to May 2016, where she taught seven courses related to agribusiness and advised a student team competing in the 2016 Alltech Innovation Competition. 

Her research examines issues of natural resource development with a focus on the interaction between fossil fuel extraction and community development. She also studies instructional pedagogies, including collaborative learning and inclusive teaching.

Dr. Zuo is originally from Shandong, China. She was an undergraduate at Shandong University and master's student at Shanghai University of Finance and Economics.","Dr. Zuo teaches agribusiness management, finance, economic principles, and food economy. She was a visiting faculty member at Eastern Kentucky University from August 2015 to May 2016, where she taught seven courses related to agribusiness and advised a student team competing in the 2016 Alltech Innovation Competition. 

Her research examines issues of natural resource development with a focus on the interaction between fossil fuel extraction and community development. She also studies instructional pedagogies, including collaborative learning and inclusive teaching.

Dr. Zuo is originally from Shandong, China. She was an undergraduate at Shandong University and master's student at Shanghai University of Finance and Economics.",,,,,,,,,,
jessicaretis,,,,,,,,,,,,
zlkatz,,,,,,,,,,,,
elprofcg,,,,,,,,,,,,
catrinamitchum,,,,,,,,,,,,
brescia,,,,,,,,,,,,
dagantz,"David A. Gantz teaches and writes in the areas of international trade and investment law, regional trade agreements, public international law and international environmental law. He is also a nonresident fellow for Rice University Baker Institute for Public Policy Mexico Center with a focus on international trade and economics. Previously, David was a visiting professor of law at American University and George Washington University Law School, a lecturer in law at the University of Pennsylvania and visiting assistant professor of law at the University of Costa Rica. David has also taught at Georgetown University, Loyola University, the University of San Diego Law School and Universidad Rafael Landívar. He served earlier in the Office of the Legal Adviser, U.S. Department of State and practiced law in Washington, D.C., after earning AB (Harvard College), JD, JSM (Stanford Law School).

He has written extensively on World Trade Organization and NAFTA trade law and dispute resolution issues, as well as a range of other international trade matters. Gantz is the author or co-author of four books and more than 50 law review articles and book chapters, has served as a consultant for the UNDP, USAID and the World Bank, among others, and served as a panelist under Chapters 11, 19 and 20 of NAFTA. His most recent book is Liberalizing International Trade after Doha: Multilateral, Plurilateral, Regional and Unilateral Initiatives (Cambridge University Press, 2013, 2015).","David A. Gantz teaches and writes in the areas of international trade and investment law, regional trade agreements, public international law and international environmental law. He is also a nonresident fellow for Rice University Baker Institute for Public Policy Mexico Center with a focus on international trade and economics. Previously, David was a visiting professor of law at American University and George Washington University Law School, a lecturer in law at the University of Pennsylvania and visiting assistant professor of law at the University of Costa Rica. David has also taught at Georgetown University, Loyola University, the University of San Diego Law School and Universidad Rafael Landívar. He served earlier in the Office of the Legal Adviser, U.S. Department of State and practiced law in Washington, D.C., after earning AB (Harvard College), JD, JSM (Stanford Law School).

He has written extensively on World Trade Organization and NAFTA trade law and dispute resolution issues, as well as a range of other international trade matters. Gantz is the author or co-author of four books and more than 50 law review articles and book chapters, has served as a consultant for the UNDP, USAID and the World Bank, among others, and served as a panelist under Chapters 11, 19 and 20 of NAFTA. His most recent book is Liberalizing International Trade after Doha: Multilateral, Plurilateral, Regional and Unilateral Initiatives (Cambridge University Press, 2013, 2015).",,,,,,,,,,
mugmon,"Matthew Mugmon, who served as the New York Philharmonic Orchestra's Leonard Bernstein Scholar-in-Residence for the 2015–16 season, received his Ph.D. in historical musicology from Harvard University in 2013 and taught at the University of Massachusetts Amherst (2013) before joining the faculty at the University of Arizona in 2014. He is also a Center for University Education Scholarship (CUES) Distinguished Fellow.

Mugmon's research brings together two strands of recent interest in music history: the study of the transmission, reception, and circulation of music in interpersonal networks, and the development of American musical modernism as a transnational phenomenon. His recent book Aaron Copland and the American Legacy of Gustav Mahler (University of Rochester Press, 2019) offers the first detailed exploration of Copland's multifaceted relationship with Mahler's music and its lasting consequences for music in America. It demonstrates that Copland, inspired by Mahler's example, blended modernism and romanticism in shaping a vision for American music in the 20th century. Mugmon illustrates that Copland's career-long engagement with Mahler's music intersected with Copland's own Jewish identity and with his links to such towering figures in American music as Nadia Boulanger, Serge Koussevitzky, and Leonard Bernstein.

Other publications include recent articles inThe Journal of Musicology, Journal of Musicological Research, Music & Letters, the Grove Dictionary of American Music, Rethinking Mahler, and the volume Ambrosiana at Harvard: New Sources of Milanese Chant, which he edited with Thomas Forrest Kelly. Forthcoming work will be published in The Symphonic Repertoire Series, Volume 5: The Symphony in Europe since ca. 1930 and the Americas (Indiana University Press, ed. A. Peter Brown and Brian Hart). His writing has also appeared in the Boston Globe, Amusicology, program notes for the American Symphony Orchestra, and the blog Unsung Symphonies, which he cofounded with music theorist Frank Lehman.

Mugmon has presented at regional, national, and international conferences, as well as colloquia. He has received grants for his research from the American Musicological Society and Harvard University. His paper ""Making Mahler French: Bernstein's Case for the Composer in 1960"" received the Hollace Anne Schafer Memorial Award from the New England Chapter of the American Musicological Society. In 2012, he served as a panelist in a worldwide discussion, sponsored by the New York Philharmonic Archives, of Leonard Bernstein's tours with the New York Philharmonic. 

In his spare time, Mugmon enjoys running, biking, cooking, playing electric bass, and soaking in the Arizona sun with his wife Madeleine and their sons Owen and Emmett.","Matthew Mugmon, who served as the New York Philharmonic Orchestra's Leonard Bernstein Scholar-in-Residence for the 2015–16 season, received his Ph.D. in historical musicology from Harvard University in 2013 and taught at the University of Massachusetts Amherst (2013) before joining the faculty at the University of Arizona in 2014. He is also a Center for University Education Scholarship (CUES) Distinguished Fellow.

Mugmon's research brings together two strands of recent interest in music history: the study of the transmission, reception, and circulation of music in interpersonal networks, and the development of American musical modernism as a transnational phenomenon. His recent book Aaron Copland and the American Legacy of Gustav Mahler (University of Rochester Press, 2019) offers the first detailed exploration of Copland's multifaceted relationship with Mahler's music and its lasting consequences for music in America. It demonstrates that Copland, inspired by Mahler's example, blended modernism and romanticism in shaping a vision for American music in the 20th century. Mugmon illustrates that Copland's career-long engagement with Mahler's music intersected with Copland's own Jewish identity and with his links to such towering figures in American music as Nadia Boulanger, Serge Koussevitzky, and Leonard Bernstein.

Other publications include recent articles inThe Journal of Musicology, Journal of Musicological Research, Music & Letters, the Grove Dictionary of American Music, Rethinking Mahler, and the volume Ambrosiana at Harvard: New Sources of Milanese Chant, which he edited with Thomas Forrest Kelly. Forthcoming work will be published in The Symphonic Repertoire Series, Volume 5: The Symphony in Europe since ca. 1930 and the Americas (Indiana University Press, ed. A. Peter Brown and Brian Hart). His writing has also appeared in the Boston Globe, Amusicology, program notes for the American Symphony Orchestra, and the blog Unsung Symphonies, which he cofounded with music theorist Frank Lehman.

Mugmon has presented at regional, national, and international conferences, as well as colloquia. He has received grants for his research from the American Musicological Society and Harvard University. His paper ""Making Mahler French: Bernstein's Case for the Composer in 1960"" received the Hollace Anne Schafer Memorial Award from the New England Chapter of the American Musicological Society. In 2012, he served as a panelist in a worldwide discussion, sponsored by the New York Philharmonic Archives, of Leonard Bernstein's tours with the New York Philharmonic. 

In his spare time, Mugmon enjoys running, biking, cooking, playing electric bass, and soaking in the Arizona sun with his wife Madeleine and their sons Owen and Emmett.",,,,,,,,,,
colind,"Colin is a native of Arizona and a two-time graduate of the University of Arizona; BA in Anthropology and MA in Latin American Studies. Before joining the Center's staff, Colin studied in Argentina, worked as an archeologist for the National Park Service, and carried out research in Mexico on politics and migration. He served as the LAS Program Coordinator for 4 years before becoming Assistant Director, where he ran the CLAS speaker series, conferences, special events, website and K-12 educational outreach program. Deeds has organized and led numerous field studies along the U.S.-Mexico Border and further South into Mexico.","Colin is a native of Arizona and a two-time graduate of the University of Arizona; BA in Anthropology and MA in Latin American Studies. Before joining the Center's staff, Colin studied in Argentina, worked as an archeologist for the National Park Service, and carried out research in Mexico on politics and migration. He served as the LAS Program Coordinator for 4 years before becoming Assistant Director, where he ran the CLAS speaker series, conferences, special events, website and K-12 educational outreach program. Deeds has organized and led numerous field studies along the U.S.-Mexico Border and further South into Mexico.",,,,,,,,,,
icb,"The conservation of natural enemies is one of the foundational principles that must be implemented for effective Integrated Pest Management (IPM) in agroecosystems. While natural enemy abundances have been ostensibly researched, fewer studies have been dedicated to determining insecticide safety towards them, biocontrol function, and the most influential natural enemies that drive the arthropod community in crops. Arizona, however, has succeeded in these fields of research and has delivered to cotton growers a successful IPM plan based on insecticide efficacy and conservation of natural enemies through the use of selective insecticides for control of two key pests, whitefly, Bemisia tabaci Middle East-Asia Minor 1 (MEAM1), and Lygus bug, primarily Lygus hesperus. Natural enemies have become a potent factor in suppressing whitefly populations below economic levels, and Arizona continues to develop information on insecticide selectivity as more chemistries are introduced for use in cotton.","The conservation of natural enemies is one of the foundational principles that must be implemented for effective Integrated Pest Management (IPM) in agroecosystems. While natural enemy abundances have been ostensibly researched, fewer studies have been dedicated to determining insecticide safety towards them, biocontrol function, and the most influential natural enemies that drive the arthropod community in crops. Arizona, however, has succeeded in these fields of research and has delivered to cotton growers a successful IPM plan based on insecticide efficacy and conservation of natural enemies through the use of selective insecticides for control of two key pests, whitefly, Bemisia tabaci Middle East-Asia Minor 1 (MEAM1), and Lygus bug, primarily Lygus hesperus. Natural enemies have become a potent factor in suppressing whitefly populations below economic levels, and Arizona continues to develop information on insecticide selectivity as more chemistries are introduced for use in cotton.",,,,,,,,,,
andybernstein,"peer support in behavioral health and physical health care settings
smoking cessation initiatives in behavioral health settings
effectiveness of peer-delivered health and wellness programming","peer support in behavioral health and physical health care settings
smoking cessation initiatives in behavioral health settings
effectiveness of peer-delivered health and wellness programming",,,,,,,,,,
akraehe,"Dr. Amelia M. Kraehe, Ph.D. is Associate Vice President for Equity in the Arts and Co-founder and Co-director of Racial Justice Studio, a transdisciplinary incubator for the study and practice of intersectional anti-racism in and through the arts. She is also Associate Professor of Art and Visual Culture Education in the School of Art and Faculty Affiliate in Human Rights Practice. She is recognized for her research on arts equity as well as her publications, workshops, podcasts, and public lectures that illuminate the roles race, racism, and anti-racism play in arts institutions and the education of arts professionals. Amy, as she is called, has received numerous honors and awards for her leadership and scholarly contributions to the field of art education.","Dr. Amelia M. Kraehe, Ph.D. is Associate Vice President for Equity in the Arts and Co-founder and Co-director of Racial Justice Studio, a transdisciplinary incubator for the study and practice of intersectional anti-racism in and through the arts. She is also Associate Professor of Art and Visual Culture Education in the School of Art and Faculty Affiliate in Human Rights Practice. She is recognized for her research on arts equity as well as her publications, workshops, podcasts, and public lectures that illuminate the roles race, racism, and anti-racism play in arts institutions and the education of arts professionals. Amy, as she is called, has received numerous honors and awards for her leadership and scholarly contributions to the field of art education.",,,,,,,,,,
rychlik,"I am a Full Professor of Mathematics at the University of Arizona, where I have taught undergraduate and graduate mathematics courses and pursued a diverse, interdisciplinary research program.
I am a CEO and President of Xoralgo, Inc.","I am a Full Professor of Mathematics at the University of Arizona, where I have taught undergraduate and graduate mathematics courses and pursued a diverse, interdisciplinary research program.
I am a CEO and President of Xoralgo, Inc.",,,,,,,,,,
labouchard,,,,,,,,,,,,
clarkson,,,,,,,,,,,,
rmarsh1,,,,,,,,,,,,
