ID,titleA,ParagraphA,titleB,ParagraphB
quadej,quadej's biography,"My research is quite broad but key central themes are low-temperature geochemistry, radiometric dating, and paleoenvironmental reconstruction, focused largely (but not entirely) the Cenozoic. My students and I have been lucky enough to work all over the world on these topics, including the western USA, central Asia, Ethiopia, southern South America, and Turkey. On a few recent projects I also overlap with archeologists and anthropologists.",quadej's articles,"My research is quite broad but key central themes are low-temperature geochemistry, radiometric dating, and paleoenvironmental reconstruction, focused largely (but not entirely) the Cenozoic. My students and I have been lucky enough to work all over the world on these topics, including the western USA, central Asia, Ethiopia, southern South America, and Turkey. On a few recent projects I also overlap with archeologists and anthropologists."
nadel,nadel's biography,"My work has focused on the functions of the hippocampus in memory and spatial cognition, including the study of stress and memory, sleep and memory, memory reconsolidation, and the mental retardation observed in Down syndrome.",nadel's articles,"My work has focused on the functions of the hippocampus in memory and spatial cognition, including the study of stress and memory, sleep and memory, memory reconsolidation, and the mental retardation observed in Down syndrome."
rischard,rischard's biography,Pulmonary Hypertension,rischard's articles,Pulmonary Hypertension
kcummins,kcummins's biography,"Expertise Applied research on the physics and phenomenology of lightning. Use of ground-based electromagnetic sensing in support of the upcoming launch (October 2016) of the world's first geostationery lightning mapper onboard GOES-R. Use of multiple high-speed cameras, lightning location systems, and remote electric and magnetic field measurements to study the incidence and behavior of cloud-to-ground lightning in the U.S., Canada, Europe, South America, and Japan.",kcummins's articles,"Expertise Applied research on the physics and phenomenology of lightning. Use of ground-based electromagnetic sensing in support of the upcoming launch (October 2016) of the world's first geostationery lightning mapper onboard GOES-R. Use of multiple high-speed cameras, lightning location systems, and remote electric and magnetic field measurements to study the incidence and behavior of cloud-to-ground lightning in the U.S., Canada, Europe, South America, and Japan."
tbadger,tbadger's biography,"Terry Badger earned her BSN and MSN from Arizona State University and PhD from University of Texas at Austin. She is a board certified psychiatric mental health advanced practice nurse. Currently, she is the Eleanor Bauwens Endowed Chair, Professor and Chair of the Community and Systems Science Division in the College of Nursing. She also holds an appointment as a Professor in the Department of Psychiatry in the College of Medicine. Terry is a member of the Cancer Prevention and Control Program at the University of Arizona Cancer Center.
",tbadger's articles,"Terry Badger earned her BSN and MSN from Arizona State University and PhD from University of Texas at Austin. She is a board certified psychiatric mental health advanced practice nurse. Currently, she is the Eleanor Bauwens Endowed Chair, Professor and Chair of the Community and Systems Science Division in the College of Nursing. She also holds an appointment as a Professor in the Department of Psychiatry in the College of Medicine. Terry is a member of the Cancer Prevention and Control Program at the University of Arizona Cancer Center.
"
jsweasy,jsweasy's biography,"Dr. Sweasy is an internationally recognized expert the genetics, cell biology, and biochemistry of DNA repair. For the past 25 years her laboratory has been consistently funded by the National Cancer Institute to study the molecular basis of mutagenesis and dysfunctional DNA repair as they relate to human diseases including cancer and autoimmunity. Dr. Sweasy’s research team recently discovered that dynamic conformational changes are important for accurate DNA synthesis. The team has also shown that human germline and somatic genetic variants of base excision repair genes are linked to carcinogenesis because they are unable to properly remove damaged DNA bases, leading to genomic instability, mitotic catastrophe, and other cancer-associated phenotypes.",jsweasy's articles,"Dr. Sweasy is an internationally recognized expert the genetics, cell biology, and biochemistry of DNA repair. For the past 25 years her laboratory has been consistently funded by the National Cancer Institute to study the molecular basis of mutagenesis and dysfunctional DNA repair as they relate to human diseases including cancer and autoimmunity. Dr. Sweasy’s research team recently discovered that dynamic conformational changes are important for accurate DNA synthesis. The team has also shown that human germline and somatic genetic variants of base excision repair genes are linked to carcinogenesis because they are unable to properly remove damaged DNA bases, leading to genomic instability, mitotic catastrophe, and other cancer-associated phenotypes."
ajf,ajf's biography,"Broadly speaking, my research program involves the cross-disciplinary integration of comparative psychology, ethology, sociobiology, and behavioral ecology, genetics, and development in human and nonhuman animals. More specifically, my major substantive focus has been the applications in these areas of the integrative theoretical framework provided by evolutionary life history theory, including the utilization of psychometric methods for describing the latent hierarchical structure of life history strategy.",ajf's articles,"Broadly speaking, my research program involves the cross-disciplinary integration of comparative psychology, ethology, sociobiology, and behavioral ecology, genetics, and development in human and nonhuman animals. More specifically, my major substantive focus has been the applications in these areas of the integrative theoretical framework provided by evolutionary life history theory, including the utilization of psychometric methods for describing the latent hierarchical structure of life history strategy."
egami,egami's biography,"Dr. Egami's main research area is extragalactic astronomy with a special emphasis on ground/space infrared/submm observations. His current research interests include, (1) galaxies in the reionization era (z>6), (2) infrared-luminous galaxies both at high redshift and in the local Universe, and (3) cluster galaxy evolution and cooling flows. In recent years, he has particularly been interested in using massive clusters of galaxies as cosmic telescopes, exploiting their gravitational lensing power to observe faint background galaxies that would otherwise be unobservable. As the principal investigator, he is currently leading several large international space observing programs, such as ""The Herschel Lensing Survey"" (Herschel Key Program: 292.3 hours) and ""The IRAC Lensing Survey: Achieving JWST Depth with Spitzer"" (Spitzer Exploration Science Program: 526.4 hours).",egami's articles,"Dr. Egami's main research area is extragalactic astronomy with a special emphasis on ground/space infrared/submm observations. His current research interests include, (1) galaxies in the reionization era (z>6), (2) infrared-luminous galaxies both at high redshift and in the local Universe, and (3) cluster galaxy evolution and cooling flows. In recent years, he has particularly been interested in using massive clusters of galaxies as cosmic telescopes, exploiting their gravitational lensing power to observe faint background galaxies that would otherwise be unobservable. As the principal investigator, he is currently leading several large international space observing programs, such as ""The Herschel Lensing Survey"" (Herschel Key Program: 292.3 hours) and ""The IRAC Lensing Survey: Achieving JWST Depth with Spitzer"" (Spitzer Exploration Science Program: 526.4 hours)."
mjfain,mjfain's biography,"Dr. Mindy Fain is passionate about health care: “Health care is a right for everyone,” she declares. Since joining the University of Arizona medical faculty in 1985, she has made a remarkable difference in the availability and quality of health care in Arizona, especially among the state’s burgeoning population of elderly. She is committed to developing and disseminating high value models of health care. Dr. Fain served as medical director of Southern Arizona Veterans Administration Health Care System Home-based Primary Care from 1988-2012, and guided this remarkable interprofessional team to provide care for aging veterans in their own homes — combining the best of geriatric medicine with the best of palliative care. She is currently the Anne and Alden Hart Professor of Medicine, Chief of the Division of Geriatrics, General Internal Medicine and Palliative Medicine at the University of Arizona College of Medicine, and co-Director of the Arizona Center on Aging. She is boardcertified in Internal Medicine, Geriatric Medicine, and Hospice and Palliative Medicine. Dr. Fain is also the President of the American Academy of Home Care Medicine. Active in the Arizona medical community, Dr. Fain is a member of the board and editor of the Journal of the Arizona Geriatrics Society. As co-director for two geriatric education grants, the Arizona Geriatric Workforce Education Program and the Arizona Reynolds Program, she contributes to the continuing education of medical colleagues and other health professionals throughout the state. In 2000, she was named Geriatrician of the year by the Arizona Geriatrics Society. In 2003, Dr. Fain was named a Local Legend from Arizona, a national recognition by former U.S. Congressman Jim Kolbe and the American Medical Women’s Association and, in 2004, she was named the John A. Harford Geriatrics Leadership Scholar. She was appointed Chair, Governor’s Aging and Long Term Care Healthcare Workforce Task Force in 2008 to develop a healthcare workforce plan to meet the needs of the 21st Century, and was a member of the Senior and Aging Issue Advisory Council, by former U.S. Rep. Gabrielle Giffords. She currently serves on the American Board of Internal Medicine (ABIM) Geriatric Medicine Board and American Academy of Home Care Medicine Board, and is a member of the National Institute on Aging Behavior and Social Science of Aging Review panel.",mjfain's articles,"Dr. Mindy Fain is passionate about health care: “Health care is a right for everyone,” she declares. Since joining the University of Arizona medical faculty in 1985, she has made a remarkable difference in the availability and quality of health care in Arizona, especially among the state’s burgeoning population of elderly. She is committed to developing and disseminating high value models of health care. Dr. Fain served as medical director of Southern Arizona Veterans Administration Health Care System Home-based Primary Care from 1988-2012, and guided this remarkable interprofessional team to provide care for aging veterans in their own homes — combining the best of geriatric medicine with the best of palliative care. She is currently the Anne and Alden Hart Professor of Medicine, Chief of the Division of Geriatrics, General Internal Medicine and Palliative Medicine at the University of Arizona College of Medicine, and co-Director of the Arizona Center on Aging. She is boardcertified in Internal Medicine, Geriatric Medicine, and Hospice and Palliative Medicine. Dr. Fain is also the President of the American Academy of Home Care Medicine. Active in the Arizona medical community, Dr. Fain is a member of the board and editor of the Journal of the Arizona Geriatrics Society. As co-director for two geriatric education grants, the Arizona Geriatric Workforce Education Program and the Arizona Reynolds Program, she contributes to the continuing education of medical colleagues and other health professionals throughout the state. In 2000, she was named Geriatrician of the year by the Arizona Geriatrics Society. In 2003, Dr. Fain was named a Local Legend from Arizona, a national recognition by former U.S. Congressman Jim Kolbe and the American Medical Women’s Association and, in 2004, she was named the John A. Harford Geriatrics Leadership Scholar. She was appointed Chair, Governor’s Aging and Long Term Care Healthcare Workforce Task Force in 2008 to develop a healthcare workforce plan to meet the needs of the 21st Century, and was a member of the Senior and Aging Issue Advisory Council, by former U.S. Rep. Gabrielle Giffords. She currently serves on the American Board of Internal Medicine (ABIM) Geriatric Medicine Board and American Academy of Home Care Medicine Board, and is a member of the National Institute on Aging Behavior and Social Science of Aging Review panel."
afournie,afournie's biography,"The focus of my program (80% Extension, 10% Research, 10% Service) is (1) to collaboratively improve measurement of Integrated Pest Management (IPM) adoption, outcomes and impacts in Arizona and beyond; and (2) to communicate the importance and impacts of IPM on crop production, economy, and protection of human and environmental health. My research is focused on analysis of pesticide use data and other information to measure adoption and outcomes of integrated pest management (IPM) practices and programs by growers and other stakeholders. I have expertise in quantitative and qualitative research methods that permit in-depth analyses of user attitudes, behaviors, and practices.",afournie's articles,"The focus of my program (80% Extension, 10% Research, 10% Service) is (1) to collaboratively improve measurement of Integrated Pest Management (IPM) adoption, outcomes and impacts in Arizona and beyond; and (2) to communicate the importance and impacts of IPM on crop production, economy, and protection of human and environmental health. My research is focused on analysis of pesticide use data and other information to measure adoption and outcomes of integrated pest management (IPM) practices and programs by growers and other stakeholders. I have expertise in quantitative and qualitative research methods that permit in-depth analyses of user attitudes, behaviors, and practices."
klhead,klhead's biography,"Cyber-Physical Systems, Intelligent Systems, Connected and Autonomous Vehicles, Urban Traffic Operations, Transportation Modeling, Intelligent Transportation Systems",klhead's articles,"Cyber-Physical Systems, Intelligent Systems, Connected and Autonomous Vehicles, Urban Traffic Operations, Transportation Modeling, Intelligent Transportation Systems"
pkiela,pkiela's biography,"My lab is interested in the pathogenesis of inflammatory bowel diseases (IBD) and inflammation-associated colorectal cancer. Our work is focused on the innate immune responses in the gastrointestinal mucosa, gut microbiota, and the gut epithelial cell biology as the interface between the microbiota and the mucosal immune system.",pkiela's articles,"My lab is interested in the pathogenesis of inflammatory bowel diseases (IBD) and inflammation-associated colorectal cancer. Our work is focused on the innate immune responses in the gastrointestinal mucosa, gut microbiota, and the gut epithelial cell biology as the interface between the microbiota and the mucosal immune system."
muscat,muscat's biography,Anthony’s research interest is in the chemistry that occurs on solid surfaces. He works on the cleaning and passivation of semiconductors as well as the mechanisms for etching. His group uses different ligands and chemistries to synthesize nanomaterials that self-assemble or have unique properties. Collaboration with industry provides students with a practical perspective of their work. Eighteen M.S. and Ph.D. students have graduated from the group.,muscat's articles,Anthony’s research interest is in the chemistry that occurs on solid surfaces. He works on the cleaning and passivation of semiconductors as well as the mechanisms for etching. His group uses different ligands and chemistries to synthesize nanomaterials that self-assemble or have unique properties. Collaboration with industry provides students with a practical perspective of their work. Eighteen M.S. and Ph.D. students have graduated from the group.
jhildebr,jhildebr's biography,"My research long has combined anatomical, behavioral, chemical, and neurophysiological methods in a multidisciplinary approach to problems of the organization, physiology, functions, and postembryonic development of insect nervous systems. The main goal of this work has been to discover fundamental principles and mechanisms common to many or all nervous systems through studies of the experimentally favorable nervous systems of insects. In view of the importance of insects in their own right, we also have aimed to contribute to knowledge that will help to alleviate the harm done by insects that are predators of plants cultivated for food, fuel or fiber or are vectors of microbial or parasitic pathogens. Our principal interests include: the physiology, functional organization, and postembryonic development of the olfactory system; sensory control of mating behavior and insect-host interactions, including feeding and oviposition behaviors; chemical ecology and behavioral aspects of interactions with host plants; olfactory learning; and the behavior and sensory neurobiology of local species of Triatomine insects (“kissing bugs”) as potential vectors of Chagas Disease.",jhildebr's articles,"My research long has combined anatomical, behavioral, chemical, and neurophysiological methods in a multidisciplinary approach to problems of the organization, physiology, functions, and postembryonic development of insect nervous systems. The main goal of this work has been to discover fundamental principles and mechanisms common to many or all nervous systems through studies of the experimentally favorable nervous systems of insects. In view of the importance of insects in their own right, we also have aimed to contribute to knowledge that will help to alleviate the harm done by insects that are predators of plants cultivated for food, fuel or fiber or are vectors of microbial or parasitic pathogens. Our principal interests include: the physiology, functional organization, and postembryonic development of the olfactory system; sensory control of mating behavior and insect-host interactions, including feeding and oviposition behaviors; chemical ecology and behavioral aspects of interactions with host plants; olfactory learning; and the behavior and sensory neurobiology of local species of Triatomine insects (“kissing bugs”) as potential vectors of Chagas Disease."
conniew1,conniew1's biography,"Most of my research focuses on understanding the hydroclimate of the past to inform current environmental and societal concerns, with a focus on major watersheds in western North America. While paleoclimatology is at the heart of my work, it inevitably extends to include the investigation and understanding of the current controls on hydroclimate. A strong component is the connection between the scientific aspects of my work and the challenges of managing natural resources (especially water) in the face of changing demands, climate extremes, and climate change impacts. A transdisciplinary approach to research has become a primary theme, including not only an interdisciplinary approach, but integrating the perspectives of potential users of scientific information – not as an afterthought, but as a part of the process of shaping a science agenda. Finally, my research considers how we, as scientists, should take responsibility for our role in addressing societal problems, and our role in educating the next generation of scientists in ways to promote the integration of science into decision making across a broad spectrum of users and decisions. Related to this, with colleagues, I am in the process of developing a 3-course online professional development program, Transdisciplinary Environmental Science for Society, TESS.",conniew1's articles,"Most of my research focuses on understanding the hydroclimate of the past to inform current environmental and societal concerns, with a focus on major watersheds in western North America. While paleoclimatology is at the heart of my work, it inevitably extends to include the investigation and understanding of the current controls on hydroclimate. A strong component is the connection between the scientific aspects of my work and the challenges of managing natural resources (especially water) in the face of changing demands, climate extremes, and climate change impacts. A transdisciplinary approach to research has become a primary theme, including not only an interdisciplinary approach, but integrating the perspectives of potential users of scientific information – not as an afterthought, but as a part of the process of shaping a science agenda. Finally, my research considers how we, as scientists, should take responsibility for our role in addressing societal problems, and our role in educating the next generation of scientists in ways to promote the integration of science into decision making across a broad spectrum of users and decisions. Related to this, with colleagues, I am in the process of developing a 3-course online professional development program, Transdisciplinary Environmental Science for Society, TESS."
rshroff,rshroff's biography,"Dr. Shroff has focused her career on clinical and translational research in gastrointestinal malignancies. She has been principal investigator on a number of trials in pancreatic and biliary cancers. She has established herself a leading expert in biliary cancer and is the national P.I. on a pivotal, phase III study through SWOG in this disease. Dr. Shroff has authored many peer-reviewed publications in these areas and she has been invited to give multiple platform presentations on pancreatic and biliary cancers across the world. In addition, she is the leader of the Gastrointestinal (GI) Oncology Disease Oriented Team at the UA Cancer Center . This comprehensive program includes weekly multidisciplinary tumor board meetings, bi-monthly research meetings, and research collaborations with the Developmental Therapeutics/Phase 1 Program. She also serves as the chair of the UACC Data Safety and Monitoring Board given her experience with trial design and safety. Her vision for the Section of GI Medical Oncology is to continue providing cutting edge multidisciplinary care while developing a clinical trial portfolio that offers novel therapeutic options for all patients with GI malignancies.",rshroff's articles,"Dr. Shroff has focused her career on clinical and translational research in gastrointestinal malignancies. She has been principal investigator on a number of trials in pancreatic and biliary cancers. She has established herself a leading expert in biliary cancer and is the national P.I. on a pivotal, phase III study through SWOG in this disease. Dr. Shroff has authored many peer-reviewed publications in these areas and she has been invited to give multiple platform presentations on pancreatic and biliary cancers across the world. In addition, she is the leader of the Gastrointestinal (GI) Oncology Disease Oriented Team at the UA Cancer Center . This comprehensive program includes weekly multidisciplinary tumor board meetings, bi-monthly research meetings, and research collaborations with the Developmental Therapeutics/Phase 1 Program. She also serves as the chair of the UACC Data Safety and Monitoring Board given her experience with trial design and safety. Her vision for the Section of GI Medical Oncology is to continue providing cutting edge multidisciplinary care while developing a clinical trial portfolio that offers novel therapeutic options for all patients with GI malignancies."
mclainj,mclainj's biography,"Research is directed towards establishing the public health and environmental safety of reclaimed municipal wastewater, with the goal of extending limited groundwater and surface water supplies in the arid Southwest. Studies focus on: 1) bacterial regrowth, survival, and transport in water distribution systems and soils; 2) the potential for development of antibiotic resistance in bacteria in groundwater and irrigated soils; and 3) microbial cycling of nutrients and trace gases in forest, agricultural, and rangeland soils.",mclainj's articles,"Research is directed towards establishing the public health and environmental safety of reclaimed municipal wastewater, with the goal of extending limited groundwater and surface water supplies in the arid Southwest. Studies focus on: 1) bacterial regrowth, survival, and transport in water distribution systems and soils; 2) the potential for development of antibiotic resistance in bacteria in groundwater and irrigated soils; and 3) microbial cycling of nutrients and trace gases in forest, agricultural, and rangeland soils."
mweinand,mweinand's biography,"Medically intractable epilepsy
Clincal neurosurgery
Blood-brain barrier pathophysiology
Vagal nerve stimulation
Temporal lobectomy
Patient selection for spinal cord stimulation for the treatment of intractable pain
Cerebral perfusion
Prognostic factors predictive of success in epilepsy surgery
Central nervous system pathophysiology",mweinand's articles,"Medically intractable epilepsy
Clincal neurosurgery
Blood-brain barrier pathophysiology
Vagal nerve stimulation
Temporal lobectomy
Patient selection for spinal cord stimulation for the treatment of intractable pain
Cerebral perfusion
Prognostic factors predictive of success in epilepsy surgery
Central nervous system pathophysiology"
chiu,chiu's biography,"I devote my professional career to solving challenging urban mobility management problems. I started from developing a complex, large-scale mesoscopic vehicular traffic simulation and assignment model called DynusT for government agencies, professional firms, and academics to study various demand and supply strategies that are investment worthy.",chiu's articles,"I devote my professional career to solving challenging urban mobility management problems. I started from developing a complex, large-scale mesoscopic vehicular traffic simulation and assignment model called DynusT for government agencies, professional firms, and academics to study various demand and supply strategies that are investment worthy."
jyyoon,jyyoon's biography,"Biosensor, Food Safety, Lab-on-a-Chip, Organ-on-a-Chip",jyyoon's articles,"Biosensor, Food Safety, Lab-on-a-Chip, Organ-on-a-Chip"
rlysecky,rlysecky's biography,"Embedded systems design, embedded system security, runtime optimization, data-adaptable systems and system-level design",rlysecky's articles,"Embedded systems design, embedded system security, runtime optimization, data-adaptable systems and system-level design"
kkratter,kkratter's biography,"Dr. Kratter's research focuses on the formation and evolution of stellar and planetary systems. Kratter employs analytic and computational techniques to tackle topics including accretion disk dynamics, binary formation, few body dynamics, and planet-disk interactions. Her current work is focused on the intersection of binary and planet formation, especially in circumbinary systems. She is also collaborating closely with observers to discover extreme mass ratio binaries, and very young multiple star systems.",kkratter's articles,"Dr. Kratter's research focuses on the formation and evolution of stellar and planetary systems. Kratter employs analytic and computational techniques to tackle topics including accretion disk dynamics, binary formation, few body dynamics, and planet-disk interactions. Her current work is focused on the intersection of binary and planet formation, especially in circumbinary systems. She is also collaborating closely with observers to discover extreme mass ratio binaries, and very young multiple star systems."
ogden,ogden's biography,"Bioreactor design, scale-up and optimization; algal cultivation; yeast and bacterial growth kinetics; bioremediation; water, energy, food nexus; alternative energy",ogden's articles,"Bioreactor design, scale-up and optimization; algal cultivation; yeast and bacterial growth kinetics; bioremediation; water, energy, food nexus; alternative energy"
witte,witte's biography,"Extensive activities in clinical and basic lymphology – the study of lymphatics, lymph, lymphocytes, and lymph nodes in health and disease. Translational interests and contributions have spanned blood/lymphatic vascular endothelial cell biology and pathobiology in vitro and in vivo, hepatosplanchnic lymphatic/microcirculatory physiology, small animal models, in vivo lymphatic imaging, thoracic duct lymph drainage, lymphogenous cancer spread, and genomics/proteomics of lymphedema-angiodysplasia syndromes in man and experimental models, including defects, deficiency, and overexpression of human and murine lymphangio- gene¬sis genes and their syndromic/phenotypic manifestations.",witte's articles,"Extensive activities in clinical and basic lymphology – the study of lymphatics, lymph, lymphocytes, and lymph nodes in health and disease. Translational interests and contributions have spanned blood/lymphatic vascular endothelial cell biology and pathobiology in vitro and in vivo, hepatosplanchnic lymphatic/microcirculatory physiology, small animal models, in vivo lymphatic imaging, thoracic duct lymph drainage, lymphogenous cancer spread, and genomics/proteomics of lymphedema-angiodysplasia syndromes in man and experimental models, including defects, deficiency, and overexpression of human and murine lymphangio- gene¬sis genes and their syndromic/phenotypic manifestations."
flybrain,flybrain's biography,"Areas of research pursued in my laboratory focus on the functional organization of the arthropod visual system and the evolution of brains; the latter focusing on the identification of evolutionarily conserved ground patterns of neuronal organization of centers mediating visual perception, allocentric memory, and action selection.",flybrain's articles,"Areas of research pursued in my laboratory focus on the functional organization of the arthropod visual system and the evolution of brains; the latter focusing on the identification of evolutionarily conserved ground patterns of neuronal organization of centers mediating visual perception, allocentric memory, and action selection."
spau,spau's biography,"Micro-optics.
MEMS/NEMS for imaging and sensing applications.
Optical lithography and novel techniques for nanofabrication.
Microfabricated neutral atom trap and ion trap for mass spectrometry and quantum computing.
Microfluidic and microfabricated chemical reactor.",spau's articles,"Micro-optics.
MEMS/NEMS for imaging and sensing applications.
Optical lithography and novel techniques for nanofabrication.
Microfabricated neutral atom trap and ion trap for mass spectrometry and quantum computing.
Microfluidic and microfabricated chemical reactor."
edwardjbedrick,edwardjbedrick's biography,"Edward J. Bedrick, PhD, recently joined the University of Arizona as a Professor in the Department of Epidemiology and Biostatistics at the Mel and Enid Zuckerman College of Public Health. Dr. Bedrick most recently worked at the University of Colorado Anschutz Medical Campus as Professor of Biostatistics and Director of the Biostatistics and Bioinformatics Shared Resource in the UC Cancer Center. His research interests include Bayesian methods, the analysis of observational data and generalized linear and mixed models. Dr. Bedrick has collaborated in a variety of fields including anthropology, ecology, nursing, nephrology, pediatrics, and veterinary epidemiology. Dr. Bedrick received his BA from the State University of New York in Buffalo and his PhD in statistics from the University of Minnesota. He is a Fellow of the American Statistical Association.",edwardjbedrick's articles,"Edward J. Bedrick, PhD, recently joined the University of Arizona as a Professor in the Department of Epidemiology and Biostatistics at the Mel and Enid Zuckerman College of Public Health. Dr. Bedrick most recently worked at the University of Colorado Anschutz Medical Campus as Professor of Biostatistics and Director of the Biostatistics and Bioinformatics Shared Resource in the UC Cancer Center. His research interests include Bayesian methods, the analysis of observational data and generalized linear and mixed models. Dr. Bedrick has collaborated in a variety of fields including anthropology, ecology, nursing, nephrology, pediatrics, and veterinary epidemiology. Dr. Bedrick received his BA from the State University of New York in Buffalo and his PhD in statistics from the University of Minnesota. He is a Fellow of the American Statistical Association."
goldmans,goldmans's biography,Dr. Goldman’s clinical research has focused on graft patency (evaluating the openness of arteries) after coronary artery bypass grafting (CABG). He has been the principle investigator and co-investigator on a number of large VA multicenter studies that defined the appropriate use of aspirin for vein graft patency after CABG. He is currently completing a long-term trial defining radial artery graft patency after CABG.,goldmans's articles,Dr. Goldman’s clinical research has focused on graft patency (evaluating the openness of arteries) after coronary artery bypass grafting (CABG). He has been the principle investigator and co-investigator on a number of large VA multicenter studies that defined the appropriate use of aspirin for vein graft patency after CABG. He is currently completing a long-term trial defining radial artery graft patency after CABG.
behrangi,behrangi's biography,"Expertise Remote sensing of precipitation and cloud, high latitude and mountainous rain and snow retrievals and analysis, weather and climatic extremes (drought, flood, fire, tropical storms) and societal interactions, global water and energy budget analysis, hydrologic/watershed modeling and optimization, developing high resolution precipitation products, representation of precipitation in climate models, and evaluation of precipitation products using ground validation data.",behrangi's articles,"Expertise Remote sensing of precipitation and cloud, high latitude and mountainous rain and snow retrievals and analysis, weather and climatic extremes (drought, flood, fire, tropical storms) and societal interactions, global water and energy budget analysis, hydrologic/watershed modeling and optimization, developing high resolution precipitation products, representation of precipitation in climate models, and evaluation of precipitation products using ground validation data."
labinerd,labinerd's biography,"Dr. Labiner is Professor and Head of the Department of Neurology at The University of Arizona College of Medicine, and a Professor of Pharmacy Practice and Science at The University of Arizona College of Pharmacy, both divisions of The University of Arizona Health Sciences Center in Tucson. He received his MD from and completed his internship at the Medical College of Georgia. He completed a residency with the Department of Neurology at Columbia University in New York and a fellowship at Duke University. He is the President of the National Association of Epilepsy Centers, as well as a member of the Board of Directors of the Epilepsy Foundation of America and the American Epilepsy Society.",labinerd's articles,"Dr. Labiner is Professor and Head of the Department of Neurology at The University of Arizona College of Medicine, and a Professor of Pharmacy Practice and Science at The University of Arizona College of Pharmacy, both divisions of The University of Arizona Health Sciences Center in Tucson. He received his MD from and completed his internship at the Medical College of Georgia. He completed a residency with the Department of Neurology at Columbia University in New York and a fellowship at Duke University. He is the President of the National Association of Epilepsy Centers, as well as a member of the Board of Directors of the Epilepsy Foundation of America and the American Epilepsy Society."
wrightal,wrightal's biography,"Early life determinants of childhood asthma, epidemiology of asthma, human milk and lactation, Native American health, faculty development, gender.",wrightal's articles,"Early life determinants of childhood asthma, epidemiology of asthma, human milk and lactation, Native American health, faculty development, gender."
jmerchant,jmerchant's biography,"Sonic Hedgehog and Gastric Cancer. Studies from my lab focus on the role of bacterial colonization and the development of type B chronic atrophic gastritis in a mouse model. Chronic atrophic gastritis is a precursor lesion in the development of intestinal metaplasia and gastric cancer. We found that the gastrin-deficient mice, which are hypochlorhydric, develop antral gastric tumors within 9 –12 months of age. The tumors appear to be dependent on the microflora. Gastric atrophy exemplified by loss of the acid-secreting parietal cell precedes tumor development as observed in human subjects. We found that Helicobacter infection coincides with acute secretion of Shh from the parietal cells then eventually reduced Shh expression prior to parietal cell atrophy. Apparently pro-inflammatory cytokines, e.g., IL-1b, are sufficient to suppress parietal cell acid secretion and Shh gene expression (Waghray, M et al, Gastroenterology 2010). We showed that gastric acid stimulates Shh gene expression through calcium-mediated PKC activation (El-Zataari, M, Gastroenterology, 2010). During infection by Helicobacter, Gli1+immune cells are recruited to the stomach and over time change their phenotype from pro-inflammatory to immune-suppressive by becoming myeloid derived suppressor cells (MDSCs). The switch to an immune-suppressive phenotype triggers the epithelium to become metaplastic (El-Zaatari et al., PloS One, 2013; Ding L et al. J Clinical Invest., 2016; Merchant, JL and Ding L, CMGH 2017).",jmerchant's articles,"Sonic Hedgehog and Gastric Cancer. Studies from my lab focus on the role of bacterial colonization and the development of type B chronic atrophic gastritis in a mouse model. Chronic atrophic gastritis is a precursor lesion in the development of intestinal metaplasia and gastric cancer. We found that the gastrin-deficient mice, which are hypochlorhydric, develop antral gastric tumors within 9 –12 months of age. The tumors appear to be dependent on the microflora. Gastric atrophy exemplified by loss of the acid-secreting parietal cell precedes tumor development as observed in human subjects. We found that Helicobacter infection coincides with acute secretion of Shh from the parietal cells then eventually reduced Shh expression prior to parietal cell atrophy. Apparently pro-inflammatory cytokines, e.g., IL-1b, are sufficient to suppress parietal cell acid secretion and Shh gene expression (Waghray, M et al, Gastroenterology 2010). We showed that gastric acid stimulates Shh gene expression through calcium-mediated PKC activation (El-Zataari, M, Gastroenterology, 2010). During infection by Helicobacter, Gli1+immune cells are recruited to the stomach and over time change their phenotype from pro-inflammatory to immune-suppressive by becoming myeloid derived suppressor cells (MDSCs). The switch to an immune-suppressive phenotype triggers the epithelium to become metaplastic (El-Zaatari et al., PloS One, 2013; Ding L et al. J Clinical Invest., 2016; Merchant, JL and Ding L, CMGH 2017)."
wroeske,wroeske's biography,Cardiac receptors in growth and hypertrophy Investigation of alterations of receptors in experimental models of hypertension or in development Echo-Doppler correlates congestive heart failure Examining alterations in measurable velocities and blood flow in normal vs. patients with congestive heart failure in carefully controlled clinical studies Research Activities Cardiovascular pharmacology of autonomic receptor drugs Molecular biology of five types of receptors with specific drugs Correlation of the development of the beta adrenergic receptor and other postreceptor mechanisms in the developing heart Noninvasive evaluation of left ventricular function and performance Differences between muscarinic receptors in the heart and other tissues,wroeske's articles,Cardiac receptors in growth and hypertrophy Investigation of alterations of receptors in experimental models of hypertension or in development Echo-Doppler correlates congestive heart failure Examining alterations in measurable velocities and blood flow in normal vs. patients with congestive heart failure in carefully controlled clinical studies Research Activities Cardiovascular pharmacology of autonomic receptor drugs Molecular biology of five types of receptors with specific drugs Correlation of the development of the beta adrenergic receptor and other postreceptor mechanisms in the developing heart Noninvasive evaluation of left ventricular function and performance Differences between muscarinic receptors in the heart and other tissues
